source_page,pais,localidad,departamento,provincia,argentina,bella vista,bella vista_2,corrientes,calle,numero,latitud,longitud,radio de cobertura (km),cordoba y 25 de mayo,s/n,-28.512372,-59.044944,1.638,col_1,-28.520477,-59.048652,1.794,sarmiento e/av j.romero y aviad.argüello,-27.510301,-58.556233,7.02,azimuth,angulo de apertura,60,70,130,67
6,,,,,,,,,,,,,,,s/n,-28.520477,-59.048652,1.716,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,Cordoba y 25 de Mayo,S/N,-28.512372,-59.044944,6.084,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,s/n,-28.520477,-59.048652,9.126,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,RP27 (200m al NE de Calle Belgrano),Km 81,-28.509583,-59.026525,2.106,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,s/n,-28.988572,-59.101871,7.956,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,Ruta Provincial Nro. 27,Km 902,-28.974181,-59.100953,9.126,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,Tacuari,500,-28.838936,-58.821370,20,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,Ing Magno Tvethe,700,-28.752920,-58.656000,17.05,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,Tacuari,500,-28.838936,-58.821370,20,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,RUTA NAC 123,"Km 49,4",-28.956778,-58.593982,2.028,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,Ruta Nac. 119,Km 81,-29.393478,-58.187792,20,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,Moreno esquina Córdoba,S/N,-30.086138,-58.791895,11.592,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,Monte Caseros y R. Perazzo,S/N,-29.785028,-58.064083,4.914,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,Monte Caseros y R. Perazzo,S/N,-29.785028,-58.064083,3.042,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,Prol.Caa Guazu (400m al NE de V.Barboza),S/N,-29.787981,-58.033625,12,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,Rivadavia,554,-29.182916,-58.077054,3,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,Ing Magno Tvethe,700,-28.752920,-58.656000,3.85,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,Ruta Nacional 12,Km 940,-28.246114,-58.703985,12,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,"Calle Sarmiento, altura de RN12 Km 957",Km 957,-28.130162,-58.764117,9.126,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,s/n,-27.579022,-58.737025,7.02,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,Av. Gobernador Ruiz Esq. Estados Unidos,S/N,-27.467838,-58.812733,1.482,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,s/n,-27.475820,-58.840240,0.858,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,Av. Gobernador Ruiz Esq. Estados Unidos,S/N,-27.467838,-58.812733,0.858,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,Renacimiento esquina Verona,S/N,-27.494421,-58.792667,2.106,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,s/n,-27.480311,-58.796037,3.042,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,Cordoba y 25 de Mayo,S/N,-28.512372,-59.044944,1.248,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,Cordoba y 25 de Mayo,S/N,-28.512372,-59.044944,3.822,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,s/n,,,,,-28.520477,-59.048652,2.184,,,,,,,,,,
7,,,,,,,,,,,,,,,554,,,,Rivadavia,-29.182916,-58.077054,2.012,,,,,,,,,,
7,,,,,,,,,,,,,,,Km 469,,,,Ruta Nac 14,-29.818798,-57.456087,20,,,,,,,,,,
7,,,,,,,,,,,,,,,554,,,,Rivadavia,-29.182916,-58.077054,3,,,,,,,,,,
7,,,,,,,,,,,,,,,Km 469,,,,Ruta Nac 14,-29.818798,-57.456087,35.2,,,,,,,,,,
7,,,,,,,,,,,,,,,800,,,,Coronel Reguera,-29.714853,-57.090076,1.014,,,,,,,,,,
7,,,,,,,,,,,,,,,0-0,,,,RUTA NAC 14,-29.717809,-57.203932,9.126,,,,,,,,,,
7,,,,,,,,,,,,,,,Km 469,,,,Ruta Nac 14,-29.818798,-57.456087,16.559,,,,,,,,,,
7,,,,,,,,,,,,,,,Km 27,,,,RP 25 (2Km al Norte de RP 127),-30.055426,-57.802726,9.126,,,,,,,,,,
7,,,,,,,,,,,,,,,"Km 49,4",,,,RUTA NAC 123,-28.956778,-58.593982,12,,,,,,,,,,
7,,,,,,,,,,,,,,,"Km 49,4",,,,RUTA NAC 123,-28.956778,-58.593982,12,,,,,,,,,,
7,,,,,,,,,,,,,,,S/N,,,,Esq. J.R. Vidal y Sgto Cabral,-29.024590,-59.183000,7.956,,,,,,,,,,
7,,,,,,,,,,,,,,,Km 902,,,,Ruta Provincial Nro. 27,-28.974181,-59.100953,12,,,,,,,,,,
7,,,,,,,,,,,,,,,s/n,,,,,-29.139648,-59.261661,1.56,,,,,,,,,,
7,,,,,,,,,,,,,,,s/n,,,,,-29.139648,-59.261661,1.404,,,,,,,,,,
7,,,,,,,,,,,,,,,s/n,,,,,-29.139648,-59.261661,1.56,,,,,,,,,,
7,,,,,,,,,,,,,,,755,,,,Avenida Lavalle,-27.439396,-58.986537,1.404,,,,,,,,,,
7,,,,,,,,,,,,,,,S/N,,,,Esq. Placido Martinez y Entre Rios,-29.708224,-57.101564,4.914,,,,,,,,,,
7,,,,,,,,,,,,,,,S/N,,,,Moreno esquina Córdoba,-30.086138,-58.791895,2.652,,,,,,,,,,
7,,,,,,,,,,,,,,,S/N,,,,Moreno esquina Córdoba,-30.086138,-58.791895,1.638,,,,,,,,,,
7,,,,,,,,,,,,,,,S/N,,,,Moreno esquina Córdoba,-30.086138,-58.791895,3.042,,,,,,,,,,
7,,,,,,,,,,,,,,,S/N,,,,Moreno esquina Córdoba,-30.086138,-58.791895,7.956,,,,,,,,,,
7,,,,,,,,,,,,,,,554,,,,Rivadavia,-29.182916,-58.077054,2.012,,,,,,,,,,
7,,,,,,,,,,,,,,,S/N,,,,Cordoba y 25 de Mayo,-28.512372,-59.044944,6.05,,,,,,,,,,
7,,,,,,,,,,,,,,,S/N,,,,Cordoba y 25 de Mayo,-28.512372,-59.044944,1.638,,,,,,,,,,
7,,,,,,,,,,,,,,,S/N,,,,Cordoba y 25 de Mayo,-28.512372,-59.044944,7.02,,,,,,,,,,
7,,,,,,,,,,,,,,,S/N,,,,Cordoba y 25 de Mayo,-28.512372,-59.044944,6.084,,,,,,,,,,
7,,,,,,,,,,,,,,,Km 469,,,,Ruta Nac 14,-29.818798,-57.456087,35.2,,,,,,,,,,
7,,,,,,,,,,,,,,,S/N,,,,D.HARDOY Y CHICLANA,-29.796389,-58.057778,1.404,,,,,,,,,,
7,,,,,,,,,,,,,,,S/N,,,,D.HARDOY Y CHICLANA,-29.796389,-58.057778,3.51,,,,,,,,,,
7,,,,,,,,,,,,,,,s/n,,,,,-29.139648,-59.261661,1.56,,,,,,,,,,
7,,,,,,,,,,,,,,,s/n,,,,,-29.139648,-59.261661,7.02,,,,,,,,,,
7,,,,,,,,,,,,,,,s/n,,,,,-29.139648,-59.261661,9.126,,,,,,,,,,
7,,,,,,,,,,,,,,,s/n,,,,,-29.139648,-59.261661,2.106,,,,,,,,,,
7,,,,,,,,,,,,,,,Km 902,,,,Ruta Provincial Nro. 27,-28.974181,-59.100953,12,,,,,,,,,,
7,,,,,,,,,,,,,,,Km 902,,,,Ruta Provincial Nro. 27,-28.974181,-59.100953,12,,,,,,,,,,
7,,,,,,,,,,,,,,,Km 902,,,,Ruta Provincial Nro. 27,-28.974181,-59.100953,9.126,,,,,,,,,,
7,,,,,,,,,,,,,,,Km 902,,,,Ruta Provincial Nro. 27,-28.974181,-59.100953,9.126,,,,,,,,,,
7,,,,,,,,,,,,,,,500,,,,Tacuari,-28.838936,-58.821370,35.2,,,,,,,,,,
7,,,,,,,,,,,,,,,500,,,,Tacuari,-28.838936,-58.821370,35.2,,,,,,,,,,
7,,,,,,,,,,,,,,,500,,,,Tacuari,-28.838936,-58.821370,35.2,,,,,,,,,,
7,,,,,,,,,,,,,,,500,,,,Tacuari,-28.838936,-58.821370,10.296,,,,,,,,,,
7,,,,,,,,,,,,,,,500,,,,Tacuari,-28.838936,-58.821370,10.296,,,,,,,,,,
7,,,,,,,,,,,,,,,500,,,,Tacuari,-28.838936,-58.821370,2.106,,,,,,,,,,
7,,,,,,,,,,,,,,,Km 81,,,,RP27 (200m al NE de Calle Belgrano),-28.509583,-59.026525,2.106,,,,,,,,,,
8,,,,,,,,,,,,,,,1100,,,,,,,,Moreno Acuna,-27.499811,-58.719477,4.914,,,,,,
8,,,,,,,,,,,,,,,742,,,,,,,,Mendoza,-29.710580,-57.080473,4.914,,,,,,
8,,,,,,,,,,,,,,,S/N,,,,,,,,Prol.Caa Guazu (400m al NE de V.Barboza),-29.787981,-58.033625,12,,,,,,
8,,,,,,,,,,,,,,,772,,,,,,,,Calle belgrano,-28.911696,-58.936821,17.05,,,,,,
8,,,,,,,,,,,,,,,S/N,,,,,,,,Pago largo y B. de Cepeda,-29.124208,-59.254762,7.956,,,,,,
8,,,,,,,,,,,,,,,Km 940,,,,,,,,Ruta Nacional 12,-28.246114,-58.703985,6.084,,,,,,
8,,,,,,,,,,,,,,,0-0,,,,,,,,RUTA NAC 14,-29.717809,-57.203932,9.126,,,,,,
8,,,,,,,,,,,,,,,s/n,,,,,,,,,-27.579022,-58.737025,7.02,,,,,,
8,,,,,,,,,,,,,,,s/n,,,,,,,,,-28.988572,-59.101871,7.956,,,,,,
8,,,,,,,,,,,,,,,S/N,,,,,,,,Perú esquina Bolivar,-27.472235,-58.821673,2.106,,,,,,
8,,,,,,,,,,,,,,,S/N,,,,,,,,Perú esquina Bolivar,-27.472235,-58.821673,1.17,,,,,,
8,,,,,,,,,,,,,,,s/n,,,,,,,,,-27.480311,-58.796037,3.042,,,,,,
8,,,,,,,,,,,,,,,S/N,,,,,,,,Renacimiento esquina Verona,-27.494421,-58.792667,2.106,,,,,,
8,,,,,,,,,,,,,,,S/N,,,,,,,,Av. Gobernador Ruiz Esq. Estados Unidos,-27.467838,-58.812733,2.106,,,,,,
8,,,,,,,,,,,,,,,S/N,,,,,,,,Av. Gobernador Ruiz Esq. Estados Unidos,-27.467838,-58.812733,2.106,,,,,,
8,,,,,,,,,,,,,,,Km 957,,,,,,,,"Calle Sarmiento, altura de RN12 Km 957",-28.130162,-58.764117,9.126,,,,,,
8,,,,,,,,,,,,,,,700,,,,,,,,Ing Magno Tvethe,-28.752920,-58.656000,3.85,,,,,,
8,,,,,,,,,,,,,,,S/N,,,,,,,,Calle Gob. Rolon y Pampin,-27.461896,-58.822407,1.17,,,,,,
8,,,,,,,,,,,,,,,S/N,,,,,,,,Monte Caseros y R. Perazzo,-29.785028,-58.064083,3.042,,,,,,
8,,,,,,,,,,,,,,,S/N,,,,,,,,Monte Caseros y R. Perazzo,-29.785028,-58.064083,4.914,,,,,,
8,,,,,,,,,,,,,,,800,,,,,,,,Coronel Reguera,-29.714853,-57.090076,1.014,,,,,,
8,,,,,,,,,,,,,,,800,,,,,,,,Coronel Reguera,-29.714853,-57.090076,1.17,,,,,,
8,,,,,,,,,,,,,,,730,,,,,,,,Calle p niveiro,-29.150703,-59.247809,2.106,,,,,,
8,,,,,,,,,,,,,,,730,,,,,,,,Calle p niveiro,-29.150703,-59.247809,3.51,,,,,,
8,,,,,,,,,,,,,,,Km 27,,,,,,,,RP 25 (2Km al Norte de RP 127),-30.055426,-57.802726,9.126,,,,,,
8,,,,,,,,,,,,,,,S/D,,,,,,,,S/D,"-28,753921","-58,650062",12,,,,,,
8,,,,,,,,,,,,,,,S/D,,,,,,,,S/D,"-29,106643","-58,338575",12,,,,,,
8,,,,,,,,,,,,,,,S/D,,,,,,,,S/D,"-28,753921","-58,650062",12,,,,,,
8,,,,,,,,,,,,,,,S/D,,,,,,,,S/D,"-29,900167","-57,603122",20,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,240,69,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,60,68,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,350,67,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,120,69,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,240,69,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,270,67,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,0,69,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,30,67,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,100,69,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,0,69,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,190,67,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,155,68,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,240,60,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,240,70,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,0,69,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,240,69,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,75,69,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,170,69,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,330,69,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,60,69,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,120,69,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,210,63.7,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,360,360,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,30,67,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,130,67,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,40,67,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,130,67,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,130,67,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,350,67,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,250,67,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,130,67,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,270,63.7,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,240,63.7,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,110,70.8,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,60,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,60,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,66,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,65,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,63,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70.8,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,67,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,60,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,60,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,60,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,60,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,69,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,69,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,69,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,68,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,60,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,67,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,59,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,67,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,68,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,67,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,63,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,63.7,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,69,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,69,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,70,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,69.6,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,70,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,69,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,68,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,60,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,68,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,60,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,69,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,70.8,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,67,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,68,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,60,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,63,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,60,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,63.7,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,63.7,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,60,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,60,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,68,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,70,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,70.8,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,60,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,70.8,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,60,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,63.7,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,70.8,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,66,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,69.6,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,63.7,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,63.7,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,69.6,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,65,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,69,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,63,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,67,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,63,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,60,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,60,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,69,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,69,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,70,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,67,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,70,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,67,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,67,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,70.8,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,69,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,69,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,63,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,69,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,69,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,69,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,69.6,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,63.7,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,63.7,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,63.7,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,69,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,69,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,69,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,69,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,69,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,69,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,67,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,67
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,67
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,68
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,360
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,67
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,70.8
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,63.7
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,68
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,63
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,67
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,67
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,63.7
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,63.7
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,67
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,67
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,67
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,69
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,67
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,60
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,68
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,60
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70.8
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,67
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,67
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,66
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,66
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,66
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,66
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,66
